Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2767,52,Female,Sweater,Clothing,62,Delaware,L,Green,Fall,3.9,Yes,Standard,No,Yes,40,Cash,Fortnightly
2768,18,Male,Dress,Clothing,61,Massachusetts,S,Green,Fall,2.7,No,Standard,Yes,No,2,Credit Card,Quarterly
2769,24,Male,Sneakers,Footwear,32,Oregon,XL,Pink,Summer,3.1,No,Store Pickup,No,No,8,Venmo,Fortnightly
2770,45,Female,Dress,Clothing,55,Maine,L,White,Summer,3.7,No,Store Pickup,No,Yes,5,Venmo,Weekly
2771,26,Male,Jeans,Clothing,75,Hawaii,L,White,Fall,3.4,No,Free Shipping,Yes,Yes,16,Bank Transfer,Weekly
2772,34,Male,Dress,Clothing,54,Arkansas,M,Black,Spring,4.4,Yes,Standard,No,No,46,Debit Card,Weekly
2773,64,Male,Dress,Clothing,41,Oregon,XL,Purple,Summer,3.2,No,Express,Yes,Yes,37,Bank Transfer,Monthly
2774,41,Female,Shirt,Clothing,96,New York,XL,Purple,Summer,4.7,Yes,Free Shipping,No,No,8,PayPal,Fortnightly
2775,66,Female,Dress,Clothing,60,West Virginia,XL,Turquoise,Spring,4.2,No,Standard,Yes,No,28,Bank Transfer,Fortnightly
2776,43,Male,Pants,Clothing,19,Kentucky,S,Gold,Fall,3.9,No,Express,Yes,Yes,4,Venmo,Fortnightly
2777,41,Female,Sneakers,Footwear,26,Rhode Island,M,Olive,Spring,3.6,No,2-Day Ship,No,Yes,49,Debit Card,Monthly
2778,20,Female,Handbag,Accessories,85,Massachusetts,S,Silver,Summer,3.7,Yes,Free Shipping,No,Yes,16,Bank Transfer,Monthly
2779,43,Female,Shorts,Clothing,54,Rhode Island,M,Black,Spring,3.2,No,Free Shipping,Yes,No,44,Credit Card,Annually
2780,21,Female,Sunglasses,Accessories,12,New Hampshire,M,Maroon,Spring,4.0,No,Express,No,No,34,Bank Transfer,Fortnightly
2781,54,Male,Sneakers,Footwear,51,Kentucky,XL,White,Winter,2.9,Yes,Standard,Yes,Yes,11,Venmo,Monthly
2782,53,Female,Dress,Clothing,29,Rhode Island,S,Silver,Summer,3.2,No,2-Day Ship,Yes,No,40,Venmo,Weekly
2783,30,Male,Coat,Outerwear,17,Hawaii,S,Purple,Winter,4.1,Yes,Store Pickup,No,Yes,24,Bank Transfer,Bi-Weekly
2784,41,Male,Jeans,Clothing,66,Delaware,M,Charcoal,Spring,2.8,No,Next Day Air,Yes,Yes,49,Venmo,Annually
2785,53,Male,Handbag,Accessories,16,West Virginia,XL,Gray,Fall,3.8,Yes,Next Day Air,No,No,42,PayPal,Bi-Weekly
2786,36,Male,Skirt,Clothing,93,Montana,XL,Green,Spring,3.5,Yes,2-Day Ship,No,No,17,PayPal,Weekly
2787,22,Female,Pants,Clothing,96,Louisiana,L,Purple,Spring,3.8,No,Express,Yes,Yes,26,PayPal,Weekly
2788,42,Female,Shirt,Clothing,87,Arkansas,M,Purple,Summer,3.6,No,Standard,No,No,47,Debit Card,Bi-Weekly
2789,50,Female,Sandals,Footwear,19,New York,M,Maroon,Spring,4.1,No,Free Shipping,No,Yes,39,Venmo,Fortnightly
2790,46,Female,Sweater,Clothing,69,Delaware,L,Violet,Winter,2.9,Yes,Standard,Yes,Yes,31,Cash,Quarterly
2791,66,Female,Sneakers,Footwear,94,Hawaii,XL,Gray,Winter,3.4,Yes,Free Shipping,Yes,Yes,41,Venmo,Bi-Weekly
2792,53,Female,Sweater,Clothing,88,Kentucky,L,White,Fall,4.6,No,2-Day Ship,Yes,Yes,46,Cash,Quarterly
2793,35,Female,Dress,Clothing,83,Wyoming,XL,Charcoal,Fall,4.4,Yes,Next Day Air,No,No,12,Credit Card,Weekly
2794,70,Female,Skirt,Clothing,54,Wyoming,L,Black,Spring,3.8,Yes,Store Pickup,Yes,No,20,Venmo,Annually
2795,57,Male,Sandals,Footwear,22,Missouri,L,Charcoal,Summer,4.5,Yes,2-Day Ship,No,No,20,Bank Transfer,Annually
2796,61,Female,Sunglasses,Accessories,93,Delaware,M,Violet,Summer,4.2,No,Standard,Yes,No,28,Bank Transfer,Weekly
2797,57,Male,Pants,Clothing,55,New York,M,Violet,Fall,3.8,Yes,Store Pickup,No,Yes,20,Bank Transfer,Weekly
2798,25,Female,Handbag,Accessories,29,Hawaii,S,Violet,Winter,4.5,Yes,Standard,No,No,8,Credit Card,Quarterly
2799,26,Male,Shirt,Clothing,84,Rhode Island,L,Charcoal,Summer,3.5,Yes,2-Day Ship,No,No,46,Venmo,Fortnightly
2800,24,Female,Shorts,Clothing,11,Massachusetts,L,Gray,Summer,3.1,Yes,Standard,Yes,Yes,25,Bank Transfer,Monthly
2801,43,Female,Shirt,Clothing,68,Delaware,L,Purple,Summer,3.5,No,Free Shipping,No,Yes,46,Debit Card,Annually
2802,41,Female,Dress,Clothing,71,Alabama,L,Maroon,Winter,3.3,No,2-Day Ship,No,Yes,50,Bank Transfer,Bi-Weekly
2803,68,Male,Sandals,Footwear,41,Maine,L,Green,Fall,4.4,Yes,Standard,No,No,40,Credit Card,Quarterly
2804,39,Male,Pants,Clothing,22,Delaware,L,White,Fall,3.0,Yes,Free Shipping,Yes,No,10,Cash,Annually
2805,53,Female,Blouse,Clothing,72,Mississippi,S,Violet,Fall,2.9,Yes,Standard,No,Yes,22,Credit Card,Quarterly
2806,41,Female,Sweater,Clothing,16,New Hampshire,XL,Maroon,Fall,4.0,Yes,Next Day Air,No,Yes,21,Cash,Weekly
2807,66,Female,Sneakers,Footwear,25,Rhode Island,XL,Violet,Fall,3.6,No,Store Pickup,Yes,Yes,38,Cash,Monthly
2808,27,Male,Shorts,Clothing,66,Maine,XL,Violet,Winter,3.9,No,2-Day Ship,No,Yes,9,Debit Card,Annually
2809,30,Male,Pants,Clothing,75,Louisiana,S,Olive,Fall,3.9,No,Store Pickup,No,No,36,Cash,Annually
2810,56,Female,Handbag,Accessories,29,West Virginia,M,Purple,Summer,4.1,No,2-Day Ship,No,Yes,28,PayPal,Annually
2811,50,Male,Jeans,Clothing,99,Louisiana,S,Green,Winter,3.9,No,Standard,No,No,31,PayPal,Annually
2812,43,Male,Shirt,Clothing,12,Rhode Island,M,Green,Spring,3.5,Yes,Store Pickup,Yes,Yes,20,Venmo,Quarterly
2813,50,Male,Sunglasses,Accessories,76,Massachusetts,L,Gray,Spring,4.8,Yes,Free Shipping,No,No,38,Bank Transfer,Weekly
2814,20,Male,Dress,Clothing,40,New York,S,Pink,Summer,2.6,No,Store Pickup,Yes,Yes,42,Credit Card,Monthly
2815,20,Male,Shoes,Footwear,62,Louisiana,XL,Olive,Winter,4.5,Yes,Store Pickup,Yes,No,6,Cash,Fortnightly
2816,20,Male,Sweater,Clothing,100,Louisiana,XL,Black,Winter,2.6,No,2-Day Ship,Yes,No,27,Bank Transfer,Monthly
2817,26,Male,Sneakers,Footwear,86,West Virginia,S,Black,Summer,4.2,Yes,Free Shipping,Yes,Yes,39,PayPal,Bi-Weekly
2818,63,Female,Coat,Outerwear,81,Massachusetts,S,Gold,Spring,3.6,Yes,Standard,No,Yes,40,Venmo,Annually
2819,39,Male,Sweater,Clothing,47,Missouri,S,Pink,Fall,4.7,No,Standard,Yes,No,48,Venmo,Fortnightly
2820,69,Female,Jeans,Clothing,87,West Virginia,M,Gray,Fall,4.7,No,Standard,Yes,No,47,Cash,Fortnightly
2821,48,Female,Shirt,Clothing,80,Oregon,L,Violet,Winter,3.1,No,Next Day Air,No,No,11,PayPal,Weekly
2822,51,Female,Blouse,Clothing,39,Maine,M,Maroon,Summer,2.7,No,Standard,No,No,37,Cash,Annually
2823,47,Male,Shorts,Clothing,32,Oregon,L,Gold,Summer,4.1,No,Next Day Air,No,Yes,39,PayPal,Annually
2824,27,Male,Pants,Clothing,54,Mississippi,M,Turquoise,Summer,2.7,Yes,Standard,Yes,Yes,25,Debit Card,Bi-Weekly
2825,56,Male,Sneakers,Footwear,89,Oregon,M,Purple,Fall,4.2,No,Standard,No,No,43,Debit Card,Quarterly
2826,50,Female,Handbag,Accessories,32,Louisiana,L,Teal,Summer,3.2,No,Free Shipping,Yes,Yes,15,Cash,Fortnightly
2827,26,Female,Blouse,Clothing,25,Rhode Island,L,Violet,Summer,3.7,No,Standard,No,Yes,13,Cash,Annually
2828,38,Male,Sunglasses,Accessories,56,Hawaii,M,Turquoise,Spring,3.7,Yes,2-Day Ship,Yes,No,15,Credit Card,Quarterly
2829,57,Female,Shirt,Clothing,31,Arkansas,M,Violet,Spring,2.9,Yes,Free Shipping,Yes,Yes,47,Debit Card,Annually
2830,38,Female,Shirt,Clothing,71,New Hampshire,L,Pink,Spring,3.9,No,Express,Yes,No,1,Credit Card,Quarterly
2831,28,Male,Skirt,Clothing,43,Arkansas,L,Teal,Winter,5.0,No,2-Day Ship,Yes,No,2,Venmo,Fortnightly
2832,43,Female,Handbag,Accessories,30,Mississippi,XL,Turquoise,Summer,4.3,No,Store Pickup,Yes,Yes,46,Bank Transfer,Quarterly
2833,57,Male,Blouse,Clothing,64,Wyoming,L,Green,Fall,4.3,No,Standard,Yes,No,22,Cash,Bi-Weekly
2834,65,Male,Pants,Clothing,96,Oregon,XL,Turquoise,Spring,4.8,Yes,Next Day Air,No,No,1,Credit Card,Weekly
2835,37,Female,Shirt,Clothing,35,Oregon,XL,Teal,Winter,5.0,Yes,Free Shipping,Yes,No,28,Venmo,Monthly
2836,55,Female,Sunglasses,Accessories,58,Mississippi,XL,White,Fall,2.7,No,2-Day Ship,No,Yes,33,Credit Card,Fortnightly
2837,39,Male,Pants,Clothing,52,Louisiana,M,Olive,Winter,4.5,Yes,Store Pickup,Yes,No,21,Venmo,Fortnightly
2838,50,Female,Skirt,Clothing,56,Montana,XL,Black,Fall,3.2,No,Free Shipping,Yes,Yes,40,PayPal,Quarterly
2839,50,Female,Jeans,Clothing,31,Oregon,S,Olive,Spring,4.5,No,Free Shipping,No,Yes,37,Cash,Fortnightly
2840,52,Male,Skirt,Clothing,59,Rhode Island,M,Olive,Winter,3.6,No,Standard,No,Yes,38,Cash,Monthly
2841,49,Male,Shirt,Clothing,19,Maine,XL,Violet,Spring,3.8,Yes,2-Day Ship,Yes,Yes,24,Debit Card,Annually
2842,63,Female,Handbag,Accessories,58,Kentucky,L,Teal,Spring,3.7,No,Store Pickup,No,Yes,48,Credit Card,Bi-Weekly
2843,54,Female,Shorts,Clothing,93,Montana,S,Silver,Fall,4.0,No,Express,No,Yes,43,Cash,Quarterly
2844,37,Female,Shoes,Footwear,48,Massachusetts,M,White,Summer,2.9,Yes,Store Pickup,No,Yes,33,Credit Card,Weekly
2845,48,Female,Blouse,Clothing,68,Rhode Island,L,Gold,Spring,4.8,Yes,Store Pickup,No,Yes,15,Venmo,Annually
2846,70,Male,Blouse,Clothing,74,Arkansas,L,Charcoal,Summer,3.0,No,Express,Yes,Yes,11,Venmo,Fortnightly
2847,19,Female,Skirt,Clothing,73,Alabama,XL,White,Spring,4.4,Yes,Store Pickup,Yes,Yes,19,Debit Card,Annually
2848,41,Female,Sneakers,Footwear,99,Louisiana,S,Black,Fall,3.9,No,Free Shipping,No,No,11,Credit Card,Annually
2849,39,Male,Sweater,Clothing,81,Maine,S,Black,Fall,3.2,Yes,2-Day Ship,Yes,Yes,6,Credit Card,Bi-Weekly
2850,61,Female,Shorts,Clothing,55,New York,L,Pink,Winter,3.0,Yes,Store Pickup,Yes,Yes,8,Credit Card,Quarterly
2851,25,Male,Handbag,Accessories,24,New York,S,Charcoal,Spring,4.3,Yes,Next Day Air,No,Yes,5,Cash,Monthly
2852,44,Male,Shoes,Footwear,31,Kentucky,XL,White,Winter,4.6,Yes,Next Day Air,No,Yes,29,Debit Card,Quarterly
2853,55,Male,Sweater,Clothing,80,Rhode Island,S,Gold,Summer,3.1,Yes,Standard,Yes,No,38,Bank Transfer,Bi-Weekly
2854,37,Female,Sunglasses,Accessories,51,Massachusetts,M,Pink,Spring,2.9,Yes,Standard,Yes,No,2,Debit Card,Weekly
2855,68,Male,Pants,Clothing,82,Massachusetts,L,Gray,Winter,4.7,No,Next Day Air,No,Yes,45,Debit Card,Quarterly
2856,64,Female,Blouse,Clothing,69,Alabama,M,Purple,Spring,2.6,No,Free Shipping,Yes,Yes,27,Bank Transfer,Bi-Weekly
2857,62,Male,Skirt,Clothing,97,Hawaii,M,White,Spring,3.4,Yes,Next Day Air,Yes,No,8,PayPal,Weekly
2858,58,Female,Blouse,Clothing,49,West Virginia,XL,Maroon,Fall,3.1,No,Store Pickup,Yes,No,6,Debit Card,Bi-Weekly
2859,19,Female,Dress,Clothing,26,Kentucky,XL,Purple,Spring,2.6,Yes,Free Shipping,Yes,No,19,Credit Card,Fortnightly
2860,56,Male,Pants,Clothing,35,Arkansas,XL,Pink,Summer,3.1,Yes,Express,No,Yes,42,Cash,Monthly
2861,48,Female,Coat,Outerwear,45,Montana,M,Gold,Winter,4.0,Yes,Store Pickup,Yes,Yes,50,Cash,Monthly
2862,34,Male,Sweater,Clothing,60,Oregon,XL,Purple,Summer,2.6,No,Next Day Air,Yes,Yes,17,Venmo,Monthly
2863,59,Male,Blouse,Clothing,12,Louisiana,L,Black,Summer,4.7,No,2-Day Ship,No,No,47,PayPal,Fortnightly
2864,68,Male,Jeans,Clothing,17,Rhode Island,S,Black,Winter,2.9,Yes,Standard,Yes,No,22,Credit Card,Annually
2865,67,Female,Handbag,Accessories,80,Kentucky,XL,Teal,Winter,4.6,Yes,Next Day Air,No,Yes,29,PayPal,Weekly
2866,55,Male,Skirt,Clothing,84,Wyoming,XL,Green,Fall,3.7,No,Standard,No,No,6,Venmo,Fortnightly
2867,54,Male,Jeans,Clothing,94,Oregon,L,White,Fall,3.4,No,Express,Yes,Yes,0,PayPal,Annually
2868,32,Male,Coat,Outerwear,20,Kentucky,M,Pink,Summer,3.1,No,Next Day Air,No,Yes,16,PayPal,Bi-Weekly
2869,64,Female,Skirt,Clothing,100,Alabama,S,Violet,Fall,4.8,No,Express,Yes,No,23,Cash,Monthly
2870,21,Male,Shirt,Clothing,11,Maine,S,Turquoise,Winter,5.0,No,Free Shipping,No,Yes,20,Venmo,Monthly
2871,55,Female,Jeans,Clothing,67,Oregon,L,White,Fall,4.1,Yes,2-Day Ship,Yes,Yes,16,PayPal,Weekly
2872,48,Male,Dress,Clothing,76,Rhode Island,L,Teal,Fall,4.2,No,Standard,Yes,Yes,26,Credit Card,Quarterly
2873,28,Female,Sneakers,Footwear,24,Alabama,S,Black,Fall,2.5,Yes,Free Shipping,Yes,No,20,Debit Card,Fortnightly
2874,51,Female,Dress,Clothing,20,Montana,L,Teal,Winter,3.6,Yes,Express,Yes,No,19,Credit Card,Quarterly
2875,58,Male,Shirt,Clothing,44,Maine,S,Pink,Spring,4.9,No,2-Day Ship,Yes,No,49,Cash,Monthly
2876,64,Female,Handbag,Accessories,31,Rhode Island,XL,White,Spring,3.0,No,2-Day Ship,Yes,Yes,48,Cash,Bi-Weekly
2877,57,Female,Sunglasses,Accessories,84,New Hampshire,L,Pink,Winter,2.8,Yes,Next Day Air,No,No,17,Bank Transfer,Quarterly
2878,67,Male,Pants,Clothing,71,Delaware,L,Purple,Summer,3.5,No,Standard,No,No,3,Bank Transfer,Fortnightly
2879,42,Female,Sweater,Clothing,93,Missouri,M,Black,Spring,3.4,Yes,2-Day Ship,Yes,No,7,Credit Card,Bi-Weekly
2880,27,Female,Handbag,Accessories,54,Arkansas,S,Charcoal,Spring,3.8,Yes,Free Shipping,No,Yes,0,Debit Card,Bi-Weekly
2881,70,Female,Dress,Clothing,79,New Hampshire,L,Green,Winter,3.8,Yes,2-Day Ship,Yes,No,11,Cash,Bi-Weekly
2882,61,Female,Sunglasses,Accessories,87,Maine,L,White,Winter,4.9,No,Express,Yes,Yes,3,Debit Card,Annually
2883,33,Male,Handbag,Accessories,47,Kentucky,S,Teal,Fall,4.1,No,Next Day Air,Yes,Yes,37,Bank Transfer,Weekly
2884,20,Female,Skirt,Clothing,12,Arkansas,S,Green,Fall,4.7,No,Standard,No,No,18,PayPal,Monthly
2885,54,Female,Skirt,Clothing,45,Kentucky,XL,Gold,Winter,4.7,Yes,2-Day Ship,No,No,30,Debit Card,Annually
2886,62,Female,Dress,Clothing,49,Louisiana,S,Black,Summer,4.4,No,Next Day Air,No,No,38,PayPal,Annually
2887,25,Female,Coat,Outerwear,89,Wyoming,XL,Turquoise,Fall,3.1,No,Express,Yes,No,14,Venmo,Weekly
2888,30,Female,Sandals,Footwear,96,Massachusetts,S,Silver,Fall,3.5,No,Store Pickup,Yes,No,4,Bank Transfer,Bi-Weekly
2889,19,Male,Sneakers,Footwear,34,Kentucky,XL,Pink,Spring,2.9,No,Next Day Air,Yes,No,2,PayPal,Fortnightly
2890,46,Male,Dress,Clothing,21,Rhode Island,XL,Black,Winter,2.9,No,Express,Yes,No,47,Debit Card,Quarterly
2891,38,Female,Sneakers,Footwear,94,Montana,XL,White,Winter,2.7,Yes,2-Day Ship,No,Yes,18,Credit Card,Bi-Weekly
2892,44,Female,Shirt,Clothing,96,Alabama,S,Black,Fall,4.4,Yes,Next Day Air,Yes,Yes,6,Bank Transfer,Monthly
2893,27,Female,Coat,Outerwear,58,Wyoming,S,Purple,Spring,3.1,No,Express,No,No,7,PayPal,Monthly
2894,44,Female,Shirt,Clothing,63,Missouri,XL,White,Winter,4.1,No,2-Day Ship,No,Yes,25,Venmo,Bi-Weekly
2895,62,Male,Coat,Outerwear,91,Kentucky,S,Olive,Summer,3.1,Yes,Standard,Yes,No,35,Bank Transfer,Monthly
2896,31,Female,Coat,Outerwear,74,Rhode Island,XL,Silver,Fall,2.5,Yes,Store Pickup,No,Yes,32,Bank Transfer,Annually
2897,44,Female,Blouse,Clothing,95,Oregon,L,Charcoal,Fall,4.5,Yes,2-Day Ship,Yes,No,4,Venmo,Bi-Weekly
2898,50,Male,Sneakers,Footwear,98,Delaware,S,Black,Fall,3.0,No,Express,Yes,No,36,Debit Card,Fortnightly
2899,67,Male,Sweater,Clothing,76,Massachusetts,M,Purple,Spring,4.4,Yes,2-Day Ship,Yes,No,21,Credit Card,Fortnightly
2900,57,Male,Sandals,Footwear,10,Mississippi,M,Charcoal,Winter,4.1,No,Free Shipping,No,No,16,Cash,Bi-Weekly
2901,48,Male,Skirt,Clothing,71,Montana,XL,Olive,Winter,3.0,Yes,Store Pickup,No,Yes,44,Debit Card,Fortnightly
2902,65,Female,Coat,Outerwear,99,Rhode Island,S,Silver,Summer,4.7,Yes,Free Shipping,Yes,Yes,11,Credit Card,Bi-Weekly
2903,64,Female,Shorts,Clothing,72,Massachusetts,XL,Gray,Spring,3.1,No,Standard,No,No,25,Credit Card,Bi-Weekly
2904,21,Female,Handbag,Accessories,73,Missouri,S,Purple,Spring,3.5,No,2-Day Ship,Yes,Yes,21,Bank Transfer,Weekly
2905,63,Male,Sandals,Footwear,85,Massachusetts,XL,Purple,Winter,2.9,Yes,Next Day Air,Yes,No,40,Cash,Bi-Weekly
2906,26,Female,Sunglasses,Accessories,17,Oregon,M,Black,Fall,4.1,Yes,Free Shipping,No,No,15,Cash,Monthly
2907,51,Male,Sandals,Footwear,63,Mississippi,M,White,Spring,2.6,Yes,Store Pickup,No,No,6,Bank Transfer,Weekly
2908,31,Male,Shirt,Clothing,65,Wyoming,M,Gray,Fall,3.7,Yes,Standard,No,No,31,Credit Card,Weekly
2909,53,Female,Sneakers,Footwear,100,Massachusetts,M,Olive,Winter,3.1,No,Standard,Yes,Yes,35,Debit Card,Quarterly
2910,38,Female,Jeans,Clothing,46,New York,L,Olive,Summer,3.5,Yes,Next Day Air,No,Yes,30,Debit Card,Bi-Weekly
2911,60,Female,Sunglasses,Accessories,67,New York,XL,Gray,Fall,4.9,Yes,2-Day Ship,No,Yes,45,Debit Card,Quarterly
2912,48,Male,Handbag,Accessories,82,Maine,XL,Silver,Fall,3.2,No,2-Day Ship,No,Yes,26,Venmo,Fortnightly
2913,51,Female,Sandals,Footwear,96,Louisiana,XL,Teal,Summer,3.5,Yes,2-Day Ship,No,No,14,PayPal,Quarterly
2914,42,Male,Coat,Outerwear,71,Alabama,L,Gold,Spring,4.2,No,Free Shipping,Yes,No,4,Cash,Fortnightly
2915,38,Male,Sunglasses,Accessories,75,Montana,XL,Charcoal,Summer,3.9,Yes,Express,No,Yes,18,Debit Card,Monthly
2916,29,Male,Sneakers,Footwear,51,Kentucky,M,Silver,Fall,3.7,Yes,Express,Yes,No,33,Debit Card,Annually
2917,47,Female,Shirt,Clothing,85,Massachusetts,XL,Black,Winter,4.3,Yes,Next Day Air,No,Yes,48,Debit Card,Annually
2918,52,Female,Sneakers,Footwear,10,Louisiana,S,Charcoal,Spring,3.7,Yes,Store Pickup,Yes,No,39,Cash,Weekly
2919,39,Female,Handbag,Accessories,58,Arkansas,L,Green,Winter,2.5,No,Standard,No,Yes,31,Bank Transfer,Fortnightly
2920,52,Male,Handbag,Accessories,36,Montana,S,White,Spring,4.1,Yes,Express,No,No,37,PayPal,Bi-Weekly
2921,40,Female,Shirt,Clothing,15,Massachusetts,XL,Silver,Fall,3.4,No,Next Day Air,No,No,13,Bank Transfer,Bi-Weekly
2922,61,Female,Handbag,Accessories,19,Kentucky,XL,Violet,Winter,4.5,No,Standard,No,No,30,Debit Card,Annually
2923,67,Female,Skirt,Clothing,90,Missouri,S,Gray,Fall,2.5,Yes,Store Pickup,No,No,7,Venmo,Fortnightly
2924,64,Female,Pants,Clothing,18,Arkansas,M,Maroon,Fall,3.4,Yes,Store Pickup,Yes,No,18,Bank Transfer,Monthly
2925,61,Male,Shorts,Clothing,86,New York,S,Olive,Winter,3.2,Yes,Store Pickup,No,No,21,Venmo,Monthly
2926,59,Male,Pants,Clothing,56,West Virginia,XL,Black,Winter,3.5,Yes,Free Shipping,Yes,No,1,PayPal,Bi-Weekly
2927,69,Male,Sandals,Footwear,77,Wyoming,L,Gold,Fall,4.0,No,Store Pickup,Yes,Yes,32,Venmo,Monthly
2928,62,Male,Handbag,Accessories,81,Maine,L,Maroon,Summer,4.1,Yes,Next Day Air,Yes,No,33,Venmo,Monthly
2929,34,Female,Shirt,Clothing,23,Oregon,XL,Maroon,Spring,4.7,Yes,Express,Yes,Yes,1,Cash,Fortnightly
2930,57,Female,Skirt,Clothing,47,Missouri,M,Maroon,Spring,2.7,Yes,Free Shipping,No,No,28,Cash,Annually
2931,48,Female,Shoes,Footwear,13,Maine,XL,Turquoise,Summer,3.5,No,Express,Yes,Yes,24,Bank Transfer,Bi-Weekly
2932,30,Male,Shorts,Clothing,54,New York,M,Purple,Winter,4.1,No,Standard,Yes,No,6,Debit Card,Quarterly
2933,33,Female,Coat,Outerwear,68,Alabama,XL,Purple,Summer,4.5,Yes,Store Pickup,Yes,Yes,17,Cash,Quarterly
2934,35,Female,Coat,Outerwear,37,New York,S,Gold,Fall,3.7,No,Next Day Air,Yes,Yes,1,Cash,Monthly
2935,53,Male,Shirt,Clothing,43,Kentucky,M,Olive,Summer,4.8,Yes,2-Day Ship,Yes,No,37,Venmo,Quarterly
2936,37,Female,Shoes,Footwear,45,Rhode Island,M,Violet,Fall,3.5,No,2-Day Ship,No,No,38,Credit Card,Annually
2937,32,Male,Sunglasses,Accessories,71,Mississippi,XL,White,Winter,5.0,No,Standard,Yes,No,37,Credit Card,Fortnightly
2938,37,Male,Skirt,Clothing,89,Missouri,S,Violet,Summer,4.5,No,Next Day Air,No,Yes,29,Credit Card,Quarterly
2939,67,Male,Jeans,Clothing,56,Missouri,L,Silver,Spring,3.7,No,Standard,Yes,No,16,Venmo,Fortnightly
2940,36,Female,Jeans,Clothing,80,Alabama,L,Gray,Fall,3.3,Yes,2-Day Ship,Yes,Yes,16,Venmo,Weekly
2941,63,Female,Sandals,Footwear,67,Wyoming,S,White,Summer,3.5,Yes,Store Pickup,Yes,No,34,Venmo,Quarterly
2942,31,Male,Coat,Outerwear,10,Alabama,L,Gray,Winter,3.0,Yes,2-Day Ship,Yes,No,25,Venmo,Annually
2943,62,Female,Coat,Outerwear,98,Missouri,XL,Green,Spring,2.7,No,Next Day Air,Yes,No,11,Venmo,Quarterly
2944,63,Female,Skirt,Clothing,66,Mississippi,XL,Maroon,Fall,4.8,Yes,2-Day Ship,No,Yes,50,Cash,Weekly
2945,49,Female,Sandals,Footwear,11,Montana,M,Teal,Fall,2.8,No,Free Shipping,Yes,No,25,Venmo,Monthly
2946,38,Female,Sunglasses,Accessories,45,Alabama,XL,Gray,Summer,3.1,No,Free Shipping,Yes,No,36,Bank Transfer,Monthly
2947,48,Female,Sneakers,Footwear,23,Oregon,S,Violet,Fall,3.5,Yes,2-Day Ship,Yes,Yes,44,Debit Card,Annually
2948,40,Male,Shoes,Footwear,41,West Virginia,M,Olive,Winter,4.8,Yes,Standard,No,Yes,24,PayPal,Weekly
2949,53,Female,Sneakers,Footwear,91,Hawaii,XL,Olive,Fall,4.0,Yes,Standard,Yes,Yes,13,Debit Card,Weekly
2950,68,Male,Sunglasses,Accessories,50,Oregon,L,Gray,Summer,4.7,Yes,Free Shipping,No,No,32,Bank Transfer,Monthly
2951,64,Female,Skirt,Clothing,28,New York,XL,Olive,Fall,4.9,Yes,Store Pickup,Yes,No,28,Bank Transfer,Annually
2952,35,Male,Skirt,Clothing,35,Louisiana,M,White,Summer,3.6,No,Express,Yes,Yes,35,PayPal,Monthly
2953,36,Male,Sunglasses,Accessories,51,New York,XL,Pink,Winter,3.5,Yes,2-Day Ship,No,Yes,46,Venmo,Monthly
2954,25,Male,Sweater,Clothing,11,Montana,S,Olive,Summer,2.7,No,Express,Yes,No,23,Debit Card,Bi-Weekly
2955,54,Female,Sneakers,Footwear,91,New Hampshire,L,Teal,Summer,3.2,Yes,Express,Yes,Yes,48,Cash,Monthly
2956,61,Female,Skirt,Clothing,62,New York,M,Pink,Summer,3.3,Yes,Standard,Yes,Yes,19,Bank Transfer,Bi-Weekly
2957,52,Male,Pants,Clothing,52,Montana,L,Green,Summer,4.6,No,Store Pickup,No,Yes,34,Bank Transfer,Quarterly
2958,42,Female,Sunglasses,Accessories,92,Kentucky,XL,Teal,Winter,4.6,Yes,2-Day Ship,No,No,50,PayPal,Weekly
2959,43,Male,Sandals,Footwear,42,Maine,XL,Violet,Summer,4.0,No,Standard,No,Yes,42,PayPal,Weekly
2960,70,Male,Sunglasses,Accessories,54,Arkansas,L,Pink,Summer,2.7,Yes,Next Day Air,Yes,No,6,Credit Card,Annually
2961,40,Female,Sunglasses,Accessories,54,New York,M,Violet,Fall,2.9,Yes,Standard,Yes,Yes,20,Cash,Monthly
2962,67,Female,Shorts,Clothing,49,Louisiana,L,Charcoal,Spring,3.9,No,Free Shipping,Yes,Yes,37,Debit Card,Fortnightly
2963,69,Female,Sunglasses,Accessories,36,Rhode Island,L,Gray,Fall,3.9,Yes,Standard,No,Yes,37,Credit Card,Weekly
2964,27,Female,Sandals,Footwear,44,Montana,M,Teal,Spring,4.7,Yes,Standard,No,No,49,Bank Transfer,Monthly
2965,36,Male,Skirt,Clothing,54,Delaware,M,Olive,Summer,4.0,No,Next Day Air,No,No,34,Bank Transfer,Bi-Weekly
2966,20,Female,Pants,Clothing,39,Louisiana,L,White,Winter,2.6,No,Standard,No,No,35,Venmo,Annually
2967,36,Female,Jeans,Clothing,77,Kentucky,L,Purple,Spring,4.3,Yes,2-Day Ship,No,Yes,0,Bank Transfer,Weekly
2968,63,Male,Handbag,Accessories,87,New Hampshire,L,Violet,Summer,3.5,Yes,Next Day Air,No,No,26,Debit Card,Fortnightly
